,ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore,Approval,Reason
210,211,9779.0,315.0,352.0,314.0,289557.0,69493.68,220063.32,1614.75,572,No,"Credit Score is too low, should be 640 or above"
211,212,9472.0,326.0,361.0,348.0,498943.0,54883.73,444059.27,3258.35,588,No,"Credit Score is too low, should be 640 or above"
212,213,6070.0,367.0,405.0,342.0,418896.0,92157.12,326738.88,2173.8,642,No,"DTI is high, should be 43 or less prefereably less than 28%"
213,214,4283.0,203.0,431.0,240.0,390250.0,70245.0,320005.0,1717.86,741,No,"DTI is high, should be 43 or less prefereably less than 28%"
214,215,2333.0,425.0,457.0,403.0,483907.0,91942.33,391964.67,1871.3,757,No,"DTI is high, should be 43 or less prefereably less than 28%"
215,216,3262.0,244.0,416.0,318.0,269730.0,67432.5,202297.5,852.89,826,No,"DTI is high, should be 43 or less prefereably less than 28%"
216,217,6184.0,216.0,464.0,408.0,401449.0,36130.41,365318.59,1961.11,740,No,"DTI is high, should be 43 or less prefereably less than 28%"
217,218,9632.0,227.0,448.0,436.0,378822.0,83340.84,295481.16,2168.14,564,No,"Credit Score is too low, should be 640 or above"
218,219,8315.0,385.0,428.0,228.0,243219.0,70533.51,172685.49,1267.1,543,No,"Credit Score is too low, should be 640 or above"
219,220,8174.0,449.0,356.0,329.0,337517.0,60753.06,276763.94,2030.8,587,No,"Credit Score is too low, should be 640 or above"
220,221,9152.0,214.0,416.0,269.0,453337.0,104267.51,349069.49,2561.35,572,No,"Credit Score is too low, should be 640 or above"
221,222,3731.0,386.0,355.0,422.0,335153.0,40218.36,294934.64,1583.27,732,No,"DTI is high, should be 43 or less prefereably less than 28%"
222,223,4718.0,213.0,371.0,371.0,253830.0,12691.5,241138.5,1294.48,729,No,"DTI is high, should be 43 or less prefereably less than 28%"
223,224,4295.0,417.0,391.0,449.0,465924.0,69888.6,396035.4,1890.73,792,No,"DTI is high, should be 43 or less prefereably less than 28%"
224,225,3955.0,401.0,414.0,267.0,346788.0,97100.64,249687.36,1832.12,507,No,"Credit Score is too low, should be 640 or above"
225,226,9528.0,489.0,402.0,337.0,300287.0,60057.4,240229.6,1762.72,593,No,"Credit Score is too low, should be 640 or above"
226,227,8952.0,329.0,358.0,348.0,320023.0,44803.22,275219.78,1650.08,690,No,"DTI is high, should be 43 or less prefereably less than 28%"
227,228,3718.0,288.0,362.0,289.0,366513.0,76967.73,289545.27,1220.73,803,No,"DTI is high, should be 43 or less prefereably less than 28%"
228,229,2447.0,341.0,371.0,424.0,331401.0,79536.24,251864.76,1202.44,788,No,"DTI is high, should be 43 or less prefereably less than 28%"
229,230,9640.0,280.0,498.0,248.0,481661.0,28899.66,452761.34,3012.23,635,No,"Credit Score is too low, should be 640 or above"
230,231,2318.0,221.0,431.0,352.0,447271.0,49199.81,398071.19,2648.38,611,No,"Credit Score is too low, should be 640 or above"
231,232,3402.0,260.0,470.0,240.0,356531.0,64175.58,292355.42,1395.75,775,No,"DTI is high, should be 43 or less prefereably less than 28%"
232,233,5639.0,317.0,430.0,420.0,237606.0,49897.26,187708.74,1248.83,635,No,"Credit Score is too low, should be 640 or above"
233,234,4635.0,388.0,370.0,311.0,308046.0,55448.28,252597.72,1205.94,762,No,"DTI is high, should be 43 or less prefereably less than 28%"
234,235,2741.0,270.0,455.0,334.0,471205.0,61256.65,409948.35,1728.36,814,No,"DTI is high, should be 43 or less prefereably less than 28%"
235,236,7149.0,416.0,447.0,322.0,475594.0,52315.34,423278.66,2537.77,686,No,"DTI is high, should be 43 or less prefereably less than 28%"
236,237,6328.0,362.0,476.0,239.0,264719.0,34413.47,230305.53,1689.9,518,No,"Credit Score is too low, should be 640 or above"
237,238,8133.0,427.0,400.0,398.0,492038.0,59044.56,432993.44,2880.72,640,No,"Credit Score is too low, should be 640 or above"
238,239,5540.0,250.0,475.0,208.0,344863.0,37934.93,306928.07,1465.32,786,No,"DTI is high, should be 43 or less prefereably less than 28%"
239,240,4944.0,335.0,415.0,219.0,357317.0,17865.85,339451.15,2490.77,540,No,"Credit Score is too low, should be 640 or above"
240,241,3530.0,208.0,468.0,282.0,477513.0,47751.3,429761.7,3153.44,567,No,"Credit Score is too low, should be 640 or above"
241,242,6838.0,419.0,445.0,292.0,247385.0,51950.85,195434.15,1300.23,621,No,"Credit Score is too low, should be 640 or above"
242,243,6571.0,295.0,446.0,366.0,380408.0,34236.72,346171.28,2303.09,642,No,"DTI is high, should be 43 or less prefereably less than 28%"
243,244,2192.0,471.0,365.0,323.0,232380.0,13942.8,218437.2,1309.64,654,No,"DTI is high, should be 43 or less prefereably less than 28%"
244,245,3921.0,488.0,479.0,257.0,337125.0,50568.75,286556.25,1368.06,791,No,"DTI is high, should be 43 or less prefereably less than 28%"
245,246,6733.0,273.0,387.0,255.0,252726.0,53072.46,199653.54,1464.99,502,No,"Credit Score is too low, should be 640 or above"
246,247,4868.0,297.0,482.0,409.0,484455.0,82357.35,402097.65,2158.55,730,No,"DTI is high, should be 43 or less prefereably less than 28%"
247,248,6954.0,269.0,460.0,254.0,449901.0,49489.11,400411.89,1911.63,760,No,"DTI is high, should be 43 or less prefereably less than 28%"
248,249,9702.0,239.0,369.0,331.0,488219.0,63468.47,424750.53,3116.67,590,No,"Credit Score is too low, should be 640 or above"
249,250,3993.0,267.0,429.0,436.0,422811.0,46509.21,376301.79,2020.07,729,No,"DTI is high, should be 43 or less prefereably less than 28%"
250,251,4937.0,249.0,433.0,355.0,356398.0,32075.82,324322.18,2157.72,648,No,"DTI is high, should be 43 or less prefereably less than 28%"
251,252,5206.0,325.0,477.0,249.0,235689.0,44780.91,190908.09,1024.84,734,No,"DTI is high, should be 43 or less prefereably less than 28%"
252,253,9310.0,288.0,406.0,418.0,474670.0,71200.5,403469.5,2419.0,683,No,"DTI is high, should be 43 or less prefereably less than 28%"
253,254,4976.0,360.0,422.0,289.0,475864.0,104690.08,371173.92,1772.04,797,No,"DTI is high, should be 43 or less prefereably less than 28%"
254,255,8475.0,274.0,486.0,371.0,433129.0,69300.64,363828.36,2420.56,613,No,"Credit Score is too low, should be 640 or above"
255,256,3975.0,285.0,389.0,424.0,385166.0,96291.5,288874.5,1379.13,770,No,"DTI is high, should be 43 or less prefereably less than 28%"
256,257,8119.0,426.0,460.0,214.0,373411.0,85884.53,287526.47,1372.7,776,Yes,You pass all criteria
257,258,5720.0,342.0,496.0,277.0,237458.0,42742.44,194715.56,929.6,787,No,"DTI is high, should be 43 or less prefereably less than 28%"
258,259,3149.0,319.0,427.0,436.0,494690.0,39575.2,455114.8,3339.47,513,No,"Credit Score is too low, should be 640 or above"
259,260,6724.0,209.0,434.0,356.0,273387.0,19137.09,254249.91,1524.36,665,No,"DTI is high, should be 43 or less prefereably less than 28%"
260,261,7732.0,285.0,379.0,259.0,483294.0,43496.46,439797.54,2636.81,694,No,"DTI is high, should be 43 or less prefereably less than 28%"
261,262,9671.0,205.0,401.0,401.0,314134.0,69109.48,245024.52,1169.78,759,Yes,You pass all criteria
262,263,5432.0,383.0,457.0,287.0,320457.0,16022.85,304434.15,2233.83,598,No,"Credit Score is too low, should be 640 or above"
263,264,2023.0,303.0,445.0,328.0,402414.0,80482.8,321931.2,1357.27,803,No,"DTI is high, should be 43 or less prefereably less than 28%"
264,265,2331.0,254.0,441.0,226.0,463471.0,74155.36,389315.64,1641.37,841,No,"DTI is high, should be 43 or less prefereably less than 28%"
265,266,2414.0,468.0,464.0,384.0,429077.0,120141.56,308935.44,1852.22,663,No,"DTI is high, should be 43 or less prefereably less than 28%"
266,267,5615.0,251.0,368.0,373.0,443059.0,70889.44,372169.56,2730.85,576,No,"Credit Score is too low, should be 640 or above"
267,268,5690.0,497.0,424.0,287.0,291805.0,32098.55,259706.45,1905.63,513,No,"Credit Score is too low, should be 640 or above"
268,269,2620.0,368.0,380.0,266.0,499532.0,109897.04,389634.96,1642.72,823,No,"DTI is high, should be 43 or less prefereably less than 28%"
269,270,5783.0,404.0,458.0,353.0,248539.0,34795.46,213743.54,1568.37,586,No,"Credit Score is too low, should be 640 or above"
270,271,4100.0,348.0,371.0,223.0,444569.0,97805.18,346763.82,2307.03,615,No,"Credit Score is too low, should be 640 or above"
271,272,7573.0,390.0,367.0,447.0,450481.0,112620.25,337860.75,2025.65,654,Yes,You pass all criteria
272,273,6558.0,354.0,404.0,411.0,393837.0,110274.36,283562.64,2080.68,576,No,"Credit Score is too low, should be 640 or above"
273,274,4056.0,262.0,371.0,419.0,445488.0,40093.92,405394.08,2176.24,710,No,"DTI is high, should be 43 or less prefereably less than 28%"
274,275,5896.0,311.0,466.0,242.0,240419.0,48083.8,192335.2,1411.29,561,No,"Credit Score is too low, should be 640 or above"
275,276,7016.0,460.0,422.0,429.0,248802.0,32344.26,216457.74,1161.99,722,No,"DTI is high, should be 43 or less prefereably less than 28%"
276,277,3926.0,470.0,402.0,269.0,247655.0,56960.65,190694.35,1268.69,645,No,"DTI is high, should be 43 or less prefereably less than 28%"
277,278,5559.0,401.0,475.0,309.0,311359.0,40476.67,270882.33,1454.15,736,No,"DTI is high, should be 43 or less prefereably less than 28%"
278,279,7731.0,216.0,364.0,427.0,488521.0,83048.57,405472.43,1709.49,828,No,"DTI is high, should be 43 or less prefereably less than 28%"
279,280,8846.0,232.0,429.0,316.0,369126.0,107046.54,262079.46,1571.3,685,Yes,You pass all criteria
280,281,3879.0,264.0,353.0,254.0,332962.0,56603.54,276358.46,1838.62,616,No,"Credit Score is too low, should be 640 or above"
281,282,2969.0,217.0,484.0,257.0,480906.0,139462.74,341443.26,2271.63,700,No,"DTI is high, should be 43 or less prefereably less than 28%"
282,283,5107.0,403.0,453.0,224.0,453413.0,31738.91,421674.09,2013.14,763,No,"DTI is high, should be 43 or less prefereably less than 28%"
283,284,4340.0,495.0,492.0,291.0,369207.0,55381.05,313825.95,1881.55,680,No,"DTI is high, should be 43 or less prefereably less than 28%"
284,285,2415.0,494.0,495.0,445.0,252507.0,22725.63,229781.37,968.77,849,No,"DTI is high, should be 43 or less prefereably less than 28%"
285,286,4001.0,484.0,428.0,426.0,398310.0,39831.0,358479.0,2630.39,582,No,"Credit Score is too low, should be 640 or above"
286,287,2564.0,206.0,440.0,378.0,385707.0,61713.12,323993.88,1365.97,829,No,"DTI is high, should be 43 or less prefereably less than 28%"
287,288,7817.0,213.0,461.0,287.0,257746.0,36084.44,221661.56,1626.47,578,No,"Credit Score is too low, should be 640 or above"
288,289,5907.0,241.0,473.0,406.0,471878.0,56625.36,415252.64,1750.72,815,No,"DTI is high, should be 43 or less prefereably less than 28%"
289,290,7998.0,434.0,451.0,215.0,497026.0,134197.02,362828.98,2662.31,538,No,"Credit Score is too low, should be 640 or above"
290,291,5813.0,346.0,484.0,300.0,450165.0,36013.2,414151.8,2483.05,656,No,"DTI is high, should be 43 or less prefereably less than 28%"
291,292,4857.0,492.0,382.0,415.0,389628.0,35066.52,354561.48,1692.73,786,No,"DTI is high, should be 43 or less prefereably less than 28%"
292,293,3694.0,386.0,442.0,258.0,450949.0,67642.35,383306.65,2812.57,550,No,"Credit Score is too low, should be 640 or above"
293,294,3982.0,238.0,373.0,399.0,254723.0,63680.75,191042.25,912.06,791,No,"DTI is high, should be 43 or less prefereably less than 28%"
294,295,3653.0,274.0,448.0,279.0,269599.0,18871.93,250727.07,1839.75,555,No,"Credit Score is too low, should be 640 or above"
295,296,9242.0,344.0,440.0,228.0,393721.0,78744.2,314976.8,2311.19,749,Yes,You pass all criteria
296,297,9750.0,421.0,391.0,250.0,356159.0,56985.44,299173.56,2195.23,564,No,"Credit Score is too low, should be 640 or above"
297,298,2643.0,297.0,388.0,263.0,439388.0,70302.08,369085.92,2212.86,681,No,"DTI is high, should be 43 or less prefereably less than 28%"
298,299,3955.0,472.0,364.0,373.0,366149.0,32953.41,333195.59,2444.87,592,No,"Credit Score is too low, should be 640 or above"
299,300,7898.0,372.0,443.0,288.0,459376.0,50531.36,408844.64,2999.96,591,No,"Credit Score is too low, should be 640 or above"
300,301,3485.0,258.0,412.0,245.0,366304.0,62271.68,304032.32,2230.88,593,No,"Credit Score is too low, should be 640 or above"
301,302,7216.0,361.0,428.0,325.0,300439.0,33048.29,267390.71,1962.02,800,No,"DTI is high, should be 43 or less prefereably less than 28%"
302,303,2401.0,360.0,438.0,230.0,464970.0,65095.8,399874.2,2146.61,743,No,"DTI is high, should be 43 or less prefereably less than 28%"
303,304,8620.0,346.0,387.0,204.0,324502.0,29205.18,295296.82,2166.78,554,No,"Credit Score is too low, should be 640 or above"
304,305,4212.0,326.0,394.0,397.0,342715.0,47980.1,294734.9,1407.11,787,No,"DTI is high, should be 43 or less prefereably less than 28%"
305,306,2514.0,236.0,493.0,283.0,390169.0,58525.35,331643.65,1780.33,736,No,"DTI is high, should be 43 or less prefereably less than 28%"
306,307,5413.0,300.0,392.0,252.0,292861.0,35143.32,257717.68,1086.55,803,No,"DTI is high, should be 43 or less prefereably less than 28%"
307,308,3368.0,325.0,407.0,433.0,445656.0,115870.56,329785.44,1977.23,684,No,"DTI is high, should be 43 or less prefereably less than 28%"
308,309,4241.0,496.0,462.0,368.0,459494.0,133253.26,326240.74,1375.44,811,No,"DTI is high, should be 43 or less prefereably less than 28%"
309,310,6029.0,398.0,461.0,252.0,267056.0,56081.76,210974.24,1007.22,761,Yes,You pass all criteria
310,311,7250.0,467.0,443.0,256.0,354926.0,49689.64,305236.36,2239.72,589,No,"Credit Score is too low, should be 640 or above"
311,312,4418.0,309.0,473.0,416.0,385973.0,111932.17,274040.83,1308.31,789,No,"DTI is high, should be 43 or less prefereably less than 28%"
312,313,4111.0,278.0,416.0,234.0,428296.0,89942.16,338353.84,1615.35,750,No,"DTI is high, should be 43 or less prefereably less than 28%"
313,314,8044.0,391.0,462.0,281.0,333271.0,59988.78,273282.22,1818.15,612,No,"Credit Score is too low, should be 640 or above"
314,315,2672.0,446.0,438.0,408.0,496086.0,44647.74,451438.26,2706.6,671,No,"DTI is high, should be 43 or less prefereably less than 28%"
315,316,6490.0,314.0,462.0,228.0,344051.0,51607.65,292443.35,1232.95,844,No,"DTI is high, should be 43 or less prefereably less than 28%"
316,317,2451.0,431.0,353.0,368.0,487624.0,29257.44,458366.56,3049.52,632,No,"Credit Score is too low, should be 640 or above"
317,318,3290.0,440.0,495.0,284.0,369154.0,62756.18,306397.82,1837.01,687,No,"DTI is high, should be 43 or less prefereably less than 28%"
318,319,9218.0,491.0,491.0,378.0,420581.0,50469.72,370111.28,2219.0,661,No,"DTI is high, should be 43 or less prefereably less than 28%"
319,320,2996.0,350.0,479.0,289.0,234540.0,35181.0,199359.0,1195.26,679,No,"DTI is high, should be 43 or less prefereably less than 28%"
320,321,5254.0,304.0,386.0,244.0,413849.0,49661.88,364187.12,2672.28,561,No,"Credit Score is too low, should be 640 or above"
321,322,6693.0,440.0,387.0,236.0,336374.0,80729.76,255644.24,1875.83,597,No,"Credit Score is too low, should be 640 or above"
322,323,4676.0,254.0,433.0,332.0,436953.0,34956.24,401996.76,1919.19,763,No,"DTI is high, should be 43 or less prefereably less than 28%"
323,324,3251.0,458.0,472.0,377.0,449832.0,26989.92,422842.08,2269.91,730,No,"DTI is high, should be 43 or less prefereably less than 28%"
324,325,4034.0,209.0,389.0,245.0,375733.0,93933.25,281799.75,1874.82,646,No,"DTI is high, should be 43 or less prefereably less than 28%"
325,326,6080.0,380.0,374.0,435.0,258192.0,69711.84,188480.16,794.64,803,Yes,You pass all criteria
326,327,4906.0,415.0,392.0,314.0,497985.0,34858.95,463126.05,3398.25,583,No,"Credit Score is too low, should be 640 or above"
327,328,7563.0,202.0,433.0,272.0,421948.0,33755.84,388192.16,2327.41,660,No,"DTI is high, should be 43 or less prefereably less than 28%"
328,329,9010.0,291.0,494.0,218.0,408915.0,81783.0,327132.0,1756.12,727,Yes,You pass all criteria
329,330,2993.0,214.0,361.0,381.0,307424.0,86078.72,221345.28,1056.74,793,No,"DTI is high, should be 43 or less prefereably less than 28%"
330,331,3275.0,466.0,489.0,253.0,375656.0,101427.12,274228.88,1156.16,841,No,"DTI is high, should be 43 or less prefereably less than 28%"
331,332,6732.0,308.0,433.0,275.0,481683.0,81886.11,399796.89,2659.86,606,No,"Credit Score is too low, should be 640 or above"
332,333,8025.0,388.0,408.0,287.0,380104.0,60816.64,319287.36,1524.33,763,No,"DTI is high, should be 43 or less prefereably less than 28%"
333,334,6606.0,330.0,435.0,209.0,493889.0,113594.47,380294.53,1603.34,849,Yes,You pass all criteria
334,335,3384.0,280.0,388.0,433.0,370051.0,96213.26,273837.74,1821.85,607,No,"Credit Score is too low, should be 640 or above"
335,336,5117.0,480.0,409.0,442.0,309860.0,86760.8,223099.2,940.6,804,No,"DTI is high, should be 43 or less prefereably less than 28%"
336,337,8618.0,372.0,356.0,216.0,403159.0,96758.16,306400.84,1462.8,794,Yes,You pass all criteria
337,338,8545.0,498.0,419.0,296.0,269980.0,13499.0,256481.0,1706.37,638,No,"Credit Score is too low, should be 640 or above"
338,339,6810.0,210.0,354.0,382.0,384767.0,50019.71,334747.29,1598.13,779,No,"DTI is high, should be 43 or less prefereably less than 28%"
339,340,2006.0,414.0,453.0,256.0,346997.0,55519.52,291477.48,1228.88,820,No,"DTI is high, should be 43 or less prefereably less than 28%"
340,341,8269.0,426.0,383.0,377.0,432098.0,73456.66,358641.34,1712.21,768,No,"DTI is high, should be 43 or less prefereably less than 28%"
341,342,5572.0,243.0,409.0,231.0,293084.0,52755.12,240328.88,1763.45,596,No,"Credit Score is too low, should be 640 or above"
342,343,5797.0,484.0,376.0,439.0,309654.0,61930.8,247723.2,1648.11,635,No,"Credit Score is too low, should be 640 or above"
343,344,3730.0,377.0,391.0,327.0,285909.0,80054.52,205854.48,1234.2,695,No,"DTI is high, should be 43 or less prefereably less than 28%"
344,345,3233.0,231.0,432.0,339.0,417808.0,25068.48,392739.52,2881.78,588,No,"Credit Score is too low, should be 640 or above"
345,346,7711.0,471.0,427.0,342.0,302763.0,60552.6,242210.4,1300.24,710,Yes,You pass all criteria
346,347,7186.0,225.0,478.0,289.0,356386.0,64149.48,292236.52,1568.79,716,No,"DTI is high, should be 43 or less prefereably less than 28%"
347,348,2546.0,363.0,482.0,261.0,357116.0,96421.32,260694.68,1912.89,533,No,"Credit Score is too low, should be 640 or above"
348,349,7151.0,342.0,433.0,211.0,269815.0,53963.0,215852.0,910.04,815,Yes,You pass all criteria
349,350,4658.0,402.0,389.0,387.0,320330.0,83285.8,237044.2,1577.06,602,No,"Credit Score is too low, should be 640 or above"
